time,tls,phase,q_up,q_down,max_age,beta,gamma,pressure
15,A1,0,1,0,0,0.3,0.1,1.0
15,A1,1,0,0,0,0.3,0.1,0.0
15,A1,2,0,0,0,0.3,0.1,0.0
15,A1,3,0,0,0,0.3,0.1,0.0
15,B0,0,0,1,0,0.9,0.1,-0.9
15,B0,1,0,1,0,0.9,0.1,-0.9
15,B0,2,0,1,0,0.9,0.1,-0.9
15,B0,3,0,1,0,0.9,0.1,-0.9
15,B1,0,2,0,0,0.3,0.1,2.0
15,B1,2,0,0,0,0.3,0.1,0.0
15,B2,0,0,0,0,0.3,0.1,0.0
15,B2,1,0,0,0,0.3,0.1,0.0
15,B2,2,0,0,0,0.3,0.1,0.0
15,B2,3,0,0,0,0.3,0.1,0.0
15,C1,0,0,1,0,0.9,0.1,-0.9
15,C1,1,0,0,0,0.3,0.1,0.0
15,C1,2,0,1,0,0.9,0.1,-0.9
15,C1,3,0,0,0,0.3,0.1,0.0
16,A1,0,0,0,3,0.3,0.1,0.30000000000000004
16,A1,1,0,0,2,0.3,0.1,0.2
16,A1,2,0,0,3,0.3,0.1,0.30000000000000004
16,A1,3,0,0,2,0.3,0.1,0.2
16,B0,0,0,0,3,0.3,0.1,0.30000000000000004
16,B0,1,0,0,2,0.3,0.1,0.2
16,B0,2,0,0,3,0.3,0.1,0.30000000000000004
16,B0,3,0,0,2,0.3,0.1,0.2
16,B1,0,0,0,3,0.3,0.1,0.30000000000000004
16,B1,2,2,0,3,0.3,0.1,2.3
16,B2,0,1,0,3,0.3,0.1,1.3
16,B2,1,0,0,2,0.3,0.1,0.2
16,B2,2,0,0,3,0.3,0.1,0.30000000000000004
16,B2,3,0,0,2,0.3,0.1,0.2
16,C1,0,0,1,3,0.9,0.1,-0.6
16,C1,1,0,1,2,0.9,0.1,-0.7
16,C1,2,0,1,3,0.9,0.1,-0.6
16,C1,3,0,1,2,0.9,0.1,-0.7
17,A1,0,0,1,6,0.9,0.1,-0.29999999999999993
17,A1,1,0,0,4,0.3,0.1,0.4
17,A1,2,0,0,6,0.3,0.1,0.6000000000000001
17,A1,3,0,0,4,0.3,0.1,0.4
17,B0,0,0,0,6,0.3,0.1,0.6000000000000001
17,B0,1,0,0,4,0.3,0.1,0.4
17,B0,2,0,0,6,0.3,0.1,0.6000000000000001
17,B0,3,0,0,4,0.3,0.1,0.4
17,B2,0,0,0,6,0.3,0.1,0.6000000000000001
17,B2,1,0,0,4,0.3,0.1,0.4
17,B2,2,1,0,6,0.3,0.1,1.6
17,B2,3,0,0,4,0.3,0.1,0.4
17,C1,0,0,0,6,0.3,0.1,0.6000000000000001
17,C1,1,0,0,4,0.3,0.1,0.4
17,C1,2,0,0,6,0.3,0.1,0.6000000000000001
17,C1,3,0,0,4,0.3,0.1,0.4
18,B0,0,0,2,9,0.9,0.15,-0.4500000000000002
18,B0,1,0,1,6,0.9,0.1,-0.29999999999999993
18,B0,2,0,1,9,0.9,0.15,0.44999999999999984
18,B0,3,0,1,6,0.9,0.1,-0.29999999999999993
18,C1,0,0,1,9,0.9,0.15,0.44999999999999984
18,C1,1,0,0,6,0.3,0.1,0.6000000000000001
18,C1,2,0,1,9,0.9,0.15,0.44999999999999984
18,C1,3,0,0,6,0.3,0.1,0.6000000000000001
31,B1,0,4,0,3,0.3,0.1,4.3
31,B1,2,2,0,3,0.3,0.1,2.3
32,A1,0,3,0,3,0.3,0.1,3.3
32,A1,1,0,0,2,0.3,0.1,0.2
32,A1,2,0,0,3,0.3,0.1,0.30000000000000004
32,A1,3,0,0,2,0.3,0.1,0.2
32,B2,0,2,0,3,0.3,0.1,2.3
32,B2,1,0,0,2,0.3,0.1,0.2
32,B2,2,0,0,3,0.3,0.1,0.30000000000000004
32,B2,3,0,0,2,0.3,0.1,0.2
33,B0,0,0,0,3,0.3,0.1,0.30000000000000004
33,B0,1,0,0,2,0.3,0.1,0.2
33,B0,2,0,0,3,0.3,0.1,0.30000000000000004
33,B0,3,0,0,2,0.3,0.1,0.2
33,C1,0,0,1,3,0.9,0.1,-0.6
33,C1,1,0,0,2,0.3,0.1,0.2
33,C1,2,0,1,3,0.9,0.1,-0.6
33,C1,3,0,0,2,0.3,0.1,0.2
46,B1,0,0,5,3,0.9,0.1,-4.2
46,B1,2,9,6,3,0.6,0.1,5.7
47,A1,0,0,0,3,0.3,0.1,0.30000000000000004
47,A1,1,0,0,2,0.3,0.1,0.2
47,A1,2,6,0,3,0.3,0.1,6.3
47,A1,3,0,0,2,0.3,0.1,0.2
47,B2,0,0,1,3,0.9,0.1,-0.6
47,B2,1,0,1,2,0.9,0.1,-0.7
47,B2,2,4,1,3,0.3,0.1,4.0
47,B2,3,0,1,2,0.9,0.1,-0.7
48,B0,0,1,0,3,0.3,0.1,1.3
48,B0,1,0,0,2,0.3,0.1,0.2
48,B0,2,0,0,3,0.3,0.1,0.30000000000000004
48,B0,3,0,0,2,0.3,0.1,0.2
48,C1,0,0,1,3,0.9,0.1,-0.6
48,C1,1,0,0,2,0.3,0.1,0.2
48,C1,2,0,1,3,0.9,0.1,-0.6
48,C1,3,0,0,2,0.3,0.1,0.2
49,B0,0,0,1,6,0.9,0.1,-0.29999999999999993
49,B0,1,0,0,4,0.3,0.1,0.4
49,B0,2,0,0,6,0.3,0.1,0.6000000000000001
49,B0,3,0,0,4,0.3,0.1,0.4
61,B1,0,18,1,3,0.3,0.1,18.0
61,B1,2,0,1,3,0.9,0.1,-0.6
62,A1,0,15,0,3,0.3,0.1,15.3
62,A1,1,0,0,2,0.3,0.1,0.2
62,A1,2,0,0,3,0.3,0.1,0.30000000000000004
62,A1,3,0,0,2,0.3,0.1,0.2
62,B2,0,1,2,3,0.9,0.1,-0.5
62,B2,1,0,0,2,0.3,0.1,0.2
62,B2,2,0,2,3,0.9,0.1,-1.5
62,B2,3,0,0,2,0.3,0.1,0.2
63,C1,0,0,0,3,0.3,0.1,0.30000000000000004
63,C1,1,0,0,2,0.3,0.1,0.2
63,C1,2,0,0,3,0.3,0.1,0.30000000000000004
63,C1,3,0,0,2,0.3,0.1,0.2
64,B0,0,6,0,3,0.3,0.1,6.3
64,B0,1,0,0,2,0.3,0.1,0.2
64,B0,2,0,0,3,0.3,0.1,0.30000000000000004
64,B0,3,0,0,2,0.3,0.1,0.2
76,B1,0,6,9,3,0.9,0.1,-1.7999999999999996
76,B1,2,34,15,3,0.42857142857142855,0.1,27.871428571428574
77,A1,0,0,4,3,0.9,0.1,-3.3
77,A1,1,0,1,2,0.9,0.1,-0.7
77,A1,2,7,4,3,0.5,0.1,5.3
77,A1,3,0,1,2,0.9,0.1,-0.7
77,B2,0,11,3,3,0.3,0.1,10.4
77,B2,1,0,1,2,0.9,0.1,-0.7
77,B2,2,1,3,3,0.9,0.1,-1.4000000000000001
77,B2,3,0,1,2,0.9,0.1,-0.7
78,C1,0,0,4,3,0.9,0.1,-3.3
78,C1,1,0,2,2,0.9,0.1,-1.6
78,C1,2,13,4,3,0.3,0.1,12.100000000000001
78,C1,3,0,2,2,0.9,0.1,-1.6
79,B0,0,0,0,3,0.3,0.1,0.30000000000000004
79,B0,1,0,0,2,0.3,0.1,0.2
79,B0,2,2,0,3,0.3,0.1,2.3
79,B0,3,0,0,2,0.3,0.1,0.2
91,B1,0,11,6,3,0.5,0.1,8.3
91,B1,2,6,4,3,0.5714285714285714,0.1,4.014285714285714
92,A1,0,20,2,3,0.3,0.1,19.7
92,A1,1,0,0,2,0.3,0.1,0.2
92,A1,2,0,2,3,0.9,0.1,-1.5
92,A1,3,0,0,2,0.3,0.1,0.2
92,B2,0,1,1,3,0.5,0.1,0.8
92,B2,1,0,0,2,0.3,0.1,0.2
92,B2,2,7,1,3,0.3,0.1,7.0
92,B2,3,0,0,2,0.3,0.1,0.2
93,C1,0,12,0,3,0.3,0.1,12.3
93,C1,1,1,0,2,0.3,0.1,1.2
93,C1,2,1,0,3,0.3,0.1,1.3
93,C1,3,1,0,2,0.3,0.1,1.2
94,B0,0,10,0,3,0.3,0.1,10.3
94,B0,1,1,0,2,0.3,0.1,1.2
94,B0,2,1,0,3,0.3,0.1,1.3
94,B0,3,1,0,2,0.3,0.1,1.2
106,B1,0,12,20,3,0.9,0.1,-5.7
106,B1,2,28,15,3,0.5172413793103449,0.1,20.541379310344826
107,A1,0,0,4,3,0.9,0.1,-3.3
107,A1,1,0,3,2,0.9,0.1,-2.5
107,A1,2,4,4,3,0.8,0.1,1.0999999999999999
107,A1,3,0,3,2,0.9,0.1,-2.5
107,B2,0,16,5,3,0.3,0.1,14.8
107,B2,1,1,0,2,0.3,0.1,1.2
107,B2,2,1,5,3,0.9,0.1,-3.2
107,B2,3,1,0,2,0.3,0.1,1.2
108,C1,0,2,6,3,0.9,0.1,-3.1000000000000005
108,C1,1,1,4,2,0.9,0.1,-2.4
108,C1,2,10,6,3,0.5454545454545454,0.1,7.027272727272727
108,C1,3,1,4,2,0.9,0.1,-2.4
109,B0,0,0,3,3,0.9,0.1,-2.4000000000000004
109,B0,1,0,1,2,0.9,0.1,-0.7
109,B0,2,24,2,3,0.3,0.1,23.7
109,B0,3,0,1,2,0.9,0.1,-0.7
121,B1,0,22,15,3,0.6521739130434783,0.1,12.517391304347827
121,B1,2,0,8,3,0.9,0.1,-6.9
122,A1,0,28,2,3,0.3,0.1,27.7
122,A1,1,2,2,2,0.6666666666666666,0.1,0.8666666666666667
122,A1,2,3,2,3,0.5,0.1,2.3
122,A1,3,2,2,2,0.6666666666666666,0.1,0.8666666666666667
122,B2,0,0,3,3,0.9,0.1,-2.4000000000000004
122,B2,1,0,3,2,0.9,0.1,-2.5
122,B2,2,25,3,3,0.3,0.1,24.400000000000002
122,B2,3,0,3,2,0.9,0.1,-2.5
123,C1,0,19,1,3,0.3,0.1,19.0
123,C1,1,1,0,2,0.3,0.1,1.2
123,C1,2,1,1,3,0.5,0.1,0.8
123,C1,3,1,0,2,0.3,0.1,1.2
124,B0,0,21,3,3,0.3,0.1,20.400000000000002
124,B0,1,0,0,2,0.3,0.1,0.2
124,B0,2,0,2,3,0.9,0.1,-1.5
124,B0,3,0,0,2,0.3,0.1,0.2
136,B1,0,0,32,3,0.9,0.1,-28.5
136,B1,2,63,25,3,0.390625,0.1,53.534375
137,A1,0,4,9,3,0.9,0.1,-3.8
137,A1,1,0,4,2,0.9,0.1,-3.4
137,A1,2,12,9,3,0.6923076923076923,0.1,6.069230769230769
137,A1,3,0,4,2,0.9,0.1,-3.4
137,B2,0,21,1,3,0.3,0.1,21.0
137,B2,1,0,0,2,0.3,0.1,0.2
137,B2,2,15,1,3,0.3,0.1,15.0
137,B2,3,0,0,2,0.3,0.1,0.2
138,C1,0,0,15,3,0.9,0.1,-13.2
138,C1,1,0,8,2,0.9,0.1,-7.0
138,C1,2,6,15,3,0.9,0.1,-7.2
138,C1,3,0,8,2,0.9,0.1,-7.0
139,B0,0,12,1,3,0.3,0.1,12.0
139,B0,1,0,0,2,0.3,0.1,0.2
139,B0,2,26,1,3,0.3,0.1,26.0
139,B0,3,0,0,2,0.3,0.1,0.2
139,C1,0,0,17,6,0.9,0.1,-14.700000000000001
139,C1,1,0,9,4,0.9,0.1,-7.699999999999999
139,C1,2,9,17,6,0.9,0.1,-5.700000000000001
139,C1,3,0,9,4,0.9,0.1,-7.699999999999999
140,C1,0,2,15,9,0.9,0.15,-10.15
140,C1,1,1,8,6,0.9,0.1,-5.6
140,C1,2,11,15,9,0.9,0.15,-1.1500000000000001
140,C1,3,1,8,6,0.9,0.1,-5.6
141,C1,0,0,16,12,0.9,0.2,-12.0
141,C1,1,0,9,8,0.9,0.13333333333333333,-7.033333333333333
141,C1,2,10,16,12,0.9,0.2,-2.0
141,C1,3,0,9,8,0.9,0.13333333333333333,-7.033333333333333
142,C1,0,0,17,15,0.9,0.25,-11.55
142,C1,1,0,10,10,0.9,0.16666666666666666,-7.333333333333334
142,C1,2,10,17,15,0.9,0.25,-1.5500000000000007
142,C1,3,0,10,10,0.9,0.16666666666666666,-7.333333333333334
143,C1,0,2,15,18,0.9,0.3,-6.1000000000000005
143,C1,1,1,8,12,0.9,0.2,-3.8
143,C1,2,11,15,18,0.9,0.3,2.8999999999999995
143,C1,3,1,8,12,0.9,0.2,-3.8
151,B1,0,36,22,3,0.5945945945945946,0.1,23.21891891891892
151,B1,2,30,13,3,0.41935483870967744,0.1,24.848387096774193
152,A1,0,19,0,3,0.3,0.1,19.3
152,A1,1,0,0,2,0.3,0.1,0.2
152,A1,2,0,0,3,0.3,0.1,0.30000000000000004
152,A1,3,0,0,2,0.3,0.1,0.2
152,B1,0,40,20,6,0.4878048780487805,0.1,30.84390243902439
152,B1,2,30,12,6,0.3870967741935484,0.1,25.95483870967742
152,B2,0,3,7,3,0.9,0.1,-3.0
152,B2,1,0,4,2,0.9,0.1,-3.4
152,B2,2,28,7,3,0.3,0.1,26.2
152,B2,3,0,4,2,0.9,0.1,-3.4
154,B0,0,31,6,3,0.3,0.1,29.5
154,B0,1,2,3,2,0.9,0.1,-0.5000000000000002
154,B0,2,2,6,3,0.9,0.1,-3.1000000000000005
154,B0,3,2,3,2,0.9,0.1,-0.5000000000000002
158,C1,0,18,15,3,0.7894736842105263,0.1,6.457894736842104
158,C1,1,2,5,2,0.9,0.1,-2.3
158,C1,2,2,15,3,0.9,0.1,-11.2
158,C1,3,2,5,2,0.9,0.1,-2.3
167,A1,0,6,12,3,0.9,0.1,-4.500000000000001
167,A1,1,0,5,2,0.9,0.1,-4.3
167,A1,2,15,12,3,0.75,0.1,6.3
167,A1,3,0,5,2,0.9,0.1,-4.3
167,B1,0,12,34,3,0.9,0.1,-18.3
167,B1,2,76,30,3,0.38961038961038963,0.1,64.61168831168831
167,B2,0,34,1,3,0.3,0.1,34.0
167,B2,1,3,0,2,0.3,0.1,3.2
167,B2,2,15,1,3,0.3,0.1,15.0
167,B2,3,3,0,2,0.3,0.1,3.2
169,B0,0,15,3,3,0.3,0.1,14.4
169,B0,1,0,0,2,0.3,0.1,0.2
169,B0,2,30,3,3,0.3,0.1,29.400000000000002
169,B0,3,0,0,2,0.3,0.1,0.2
173,C1,0,18,18,3,0.9,0.1,2.1000000000000005
173,C1,1,0,10,2,0.9,0.1,-8.8
173,C1,2,15,18,3,0.9,0.1,-0.8999999999999992
173,C1,3,0,10,2,0.9,0.1,-8.8
174,C1,0,18,15,6,0.7894736842105263,0.1,6.757894736842104
174,C1,1,0,10,4,0.9,0.1,-8.6
174,C1,2,18,15,6,0.7894736842105263,0.1,6.757894736842104
174,C1,3,0,10,4,0.9,0.1,-8.6
175,C1,0,21,12,9,0.5454545454545454,0.15,15.804545454545455
175,C1,1,0,7,6,0.9,0.1,-5.699999999999999
175,C1,2,18,12,9,0.631578947368421,0.15,11.771052631578948
175,C1,3,0,7,6,0.9,0.1,-5.699999999999999
176,C1,0,24,11,12,0.44,0.2,21.560000000000002
176,C1,1,0,8,8,0.9,0.13333333333333333,-6.133333333333334
176,C1,2,21,11,12,0.5,0.2,17.9
176,C1,3,0,8,8,0.9,0.13333333333333333,-6.133333333333334
177,C1,0,26,10,15,0.37037037037037035,0.25,26.046296296296298
177,C1,1,1,7,10,0.9,0.16666666666666666,-3.6333333333333333
177,C1,2,22,10,15,0.43478260869565216,0.25,21.402173913043477
177,C1,3,1,7,10,0.9,0.16666666666666666,-3.6333333333333333
178,C1,0,24,10,18,0.4,0.3,25.4
178,C1,1,0,6,12,0.9,0.2,-3.0
178,C1,2,24,10,18,0.4,0.3,25.4
178,C1,3,0,6,12,0.9,0.2,-3.0
179,C1,0,24,10,21,0.4,0.35,27.35
179,C1,1,0,7,14,0.9,0.23333333333333334,-3.033333333333333
179,C1,2,24,10,21,0.4,0.35,27.35
179,C1,3,0,7,14,0.9,0.23333333333333334,-3.033333333333333
180,C1,0,26,7,24,0.3,0.4,33.5
180,C1,1,1,6,16,0.9,0.26666666666666666,-0.13333333333333375
180,C1,2,28,7,24,0.3,0.4,35.5
180,C1,3,1,6,16,0.9,0.26666666666666666,-0.13333333333333375
182,A1,0,29,3,3,0.3,0.1,28.400000000000002
182,A1,1,0,0,2,0.3,0.1,0.2
182,A1,2,0,3,3,0.9,0.1,-2.4000000000000004
182,A1,3,0,0,2,0.3,0.1,0.2
182,B1,0,51,31,3,0.5961538461538461,0.1,32.81923076923077
182,B1,2,20,29,3,0.9,0.1,-5.800000000000002
182,B2,0,2,11,3,0.9,0.1,-7.6000000000000005
182,B2,1,1,5,2,0.9,0.1,-3.3
182,B2,2,33,11,3,0.3235294117647059,0.1,29.741176470588236
182,B2,3,1,5,2,0.9,0.1,-3.3
184,B0,0,32,6,3,0.3,0.1,30.5
184,B0,1,3,2,2,0.5,0.1,2.2
184,B0,2,3,6,3,0.9,0.1,-2.1000000000000005
184,B0,3,3,2,2,0.5,0.1,2.2
195,C1,0,29,13,3,0.43333333333333335,0.1,23.666666666666668
195,C1,1,2,7,2,0.9,0.1,-4.1
195,C1,2,2,13,3,0.9,0.1,-9.4
195,C1,3,2,7,2,0.9,0.1,-4.1
197,A1,0,15,13,3,0.8125,0.1,4.7375
197,A1,1,0,5,2,0.9,0.1,-4.3
197,A1,2,14,12,3,0.8,0.1,4.699999999999998
197,A1,3,0,5,2,0.9,0.1,-4.3
197,B1,0,3,28,3,0.9,0.1,-21.9
197,B1,2,67,25,3,0.36764705882352944,0.1,58.108823529411765
197,B2,0,31,1,3,0.3,0.1,31.0
197,B2,1,0,0,2,0.3,0.1,0.2
197,B2,2,3,1,3,0.3,0.1,3.0
197,B2,3,0,0,2,0.3,0.1,0.2
198,A1,0,15,11,6,0.6875,0.1,8.0375
198,A1,1,0,5,4,0.9,0.1,-4.1
198,A1,2,14,11,6,0.7333333333333333,0.1,6.533333333333333
198,A1,3,0,5,4,0.9,0.1,-4.1
199,A1,0,15,8,9,0.5,0.15,12.35
199,A1,1,0,4,6,0.9,0.1,-3.0
199,A1,2,15,8,9,0.5,0.15,12.35
199,A1,3,0,4,6,0.9,0.1,-3.0
199,B0,0,12,1,3,0.3,0.1,12.0
199,B0,1,0,0,2,0.3,0.1,0.2
199,B0,2,30,0,3,0.3,0.1,30.3
199,B0,3,0,0,2,0.3,0.1,0.2
200,A1,0,17,8,12,0.4444444444444444,0.2,15.844444444444445
200,A1,1,1,4,8,0.9,0.13333333333333333,-1.5333333333333334
200,A1,2,15,8,12,0.5,0.2,13.4
200,A1,3,1,4,8,0.9,0.13333333333333333,-1.5333333333333334
201,A1,0,9,4,15,0.4,0.25,11.15
201,A1,1,0,3,10,0.9,0.16666666666666666,-1.0333333333333337
201,A1,2,15,4,15,0.3,0.25,17.55
201,A1,3,0,3,10,0.9,0.16666666666666666,-1.0333333333333337
210,C1,0,21,5,3,0.3,0.1,19.8
210,C1,1,0,1,2,0.9,0.1,-0.7
210,C1,2,18,5,3,0.3,0.1,16.8
210,C1,3,0,1,2,0.9,0.1,-0.7
211,C1,0,26,5,6,0.3,0.1,25.1
211,C1,1,1,1,4,0.5,0.1,0.9
211,C1,2,19,5,6,0.3,0.1,18.1
211,C1,3,1,1,4,0.5,0.1,0.9
212,B1,0,45,37,3,0.8043478260869565,0.1,15.53913043478261
212,B1,2,21,31,3,0.9,0.1,-6.600000000000002
212,B2,0,6,12,3,0.9,0.1,-4.500000000000001
212,B2,1,0,7,2,0.9,0.1,-6.1
212,B2,2,34,12,3,0.34285714285714286,0.1,30.185714285714287
212,B2,3,0,7,2,0.9,0.1,-6.1
212,C1,0,24,5,9,0.3,0.15,23.85
212,C1,1,0,0,6,0.3,0.1,0.6000000000000001
212,C1,2,18,5,9,0.3,0.15,17.85
212,C1,3,0,0,6,0.3,0.1,0.6000000000000001
213,C1,0,27,7,12,0.3,0.2,27.299999999999997
213,C1,1,0,1,8,0.9,0.13333333333333333,0.16666666666666663
213,C1,2,19,7,12,0.35,0.2,18.950000000000003
213,C1,3,0,1,8,0.9,0.13333333333333333,0.16666666666666663
214,B0,0,23,5,3,0.3,0.1,21.8
214,B0,1,0,0,2,0.3,0.1,0.2
214,B0,2,4,4,3,0.8,0.1,1.0999999999999999
214,B0,3,0,0,2,0.3,0.1,0.2
214,C1,0,29,8,15,0.3,0.25,30.35
214,C1,1,1,1,10,0.5,0.16666666666666666,2.1666666666666665
214,C1,2,20,8,15,0.38095238095238093,0.25,20.702380952380953
214,C1,3,1,1,10,0.5,0.16666666666666666,2.1666666666666665
215,C1,0,31,8,18,0.3,0.3,34.0
215,C1,1,0,2,12,0.9,0.2,0.6000000000000003
215,C1,2,20,8,18,0.38095238095238093,0.3,22.35238095238095
215,C1,3,0,2,12,0.9,0.2,0.6000000000000003
216,A1,0,29,6,3,0.3,0.1,27.5
216,A1,1,2,2,2,0.6666666666666666,0.1,0.8666666666666667
216,A1,2,2,5,3,0.9,0.1,-2.2
216,A1,3,2,2,2,0.6666666666666666,0.1,0.8666666666666667
216,C1,0,30,10,21,0.3225806451612903,0.35,34.1241935483871
216,C1,1,0,2,14,0.9,0.23333333333333334,1.4666666666666666
216,C1,2,20,10,21,0.47619047619047616,0.35,22.588095238095235
216,C1,3,0,2,14,0.9,0.23333333333333334,1.4666666666666666
217,C1,0,32,10,24,0.30303030303030304,0.4,38.56969696969697
217,C1,1,1,4,16,0.9,0.26666666666666666,1.6666666666666665
217,C1,2,21,10,24,0.45454545454545453,0.4,26.054545454545455
217,C1,3,1,4,16,0.9,0.26666666666666666,1.6666666666666665
218,C1,0,30,10,27,0.3225806451612903,0.45,38.924193548387095
218,C1,1,0,3,18,0.9,0.3,2.6999999999999993
218,C1,2,20,10,27,0.47619047619047616,0.45,27.38809523809524
218,C1,3,0,3,18,0.9,0.3,2.6999999999999993
219,C1,0,30,11,30,0.3548387096774194,0.5,41.096774193548384
219,C1,1,0,3,20,0.9,0.3333333333333333,3.966666666666666
219,C1,2,20,11,30,0.5238095238095238,0.5,29.238095238095237
219,C1,3,0,3,20,0.9,0.3333333333333333,3.966666666666666
220,C1,0,30,10,33,0.3225806451612903,0.5,43.274193548387096
220,C1,1,0,4,22,0.9,0.36666666666666664,4.466666666666667
220,C1,2,20,10,33,0.47619047619047616,0.5,31.738095238095237
220,C1,3,0,4,22,0.9,0.36666666666666664,4.466666666666667
221,C1,0,30,9,36,0.3,0.5,45.3
221,C1,1,0,4,24,0.9,0.4,6.000000000000002
221,C1,2,20,9,36,0.42857142857142855,0.5,34.14285714285714
221,C1,3,0,4,24,0.9,0.4,6.000000000000002
222,C1,0,30,12,39,0.3870967741935484,0.5,44.85483870967742
222,C1,1,0,5,26,0.9,0.43333333333333335,6.7666666666666675
222,C1,2,20,12,39,0.5714285714285714,0.5,32.64285714285714
222,C1,3,0,5,26,0.9,0.43333333333333335,6.7666666666666675
223,C1,0,30,11,42,0.3548387096774194,0.5,47.096774193548384
223,C1,1,0,5,28,0.9,0.4666666666666667,8.566666666666666
223,C1,2,20,10,42,0.47619047619047616,0.5,36.23809523809524
223,C1,3,0,5,28,0.9,0.4666666666666667,8.566666666666666
224,C1,0,30,11,45,0.3548387096774194,0.5,48.596774193548384
224,C1,1,0,6,30,0.9,0.5,9.6
224,C1,2,20,11,45,0.5238095238095238,0.5,36.73809523809524
224,C1,3,0,6,30,0.9,0.5,9.6
225,C1,0,30,13,48,0.41935483870967744,0.5,48.54838709677419
225,C1,1,0,7,32,0.9,0.5,9.7
225,C1,2,20,13,48,0.6190476190476191,0.5,35.95238095238095
225,C1,3,0,7,32,0.9,0.5,9.7
226,C1,0,30,17,51,0.5483870967741935,0.5,46.17741935483871
226,C1,1,0,8,34,0.9,0.5,9.8
226,C1,2,20,16,51,0.7619047619047619,0.5,33.30952380952381
226,C1,3,0,8,34,0.9,0.5,9.8
227,B1,0,24,33,3,0.9,0.1,-5.3999999999999995
227,B1,2,71,35,3,0.4861111111111111,0.1,54.28611111111111
227,B2,0,27,8,3,0.3,0.1,24.900000000000002
227,B2,1,2,0,2,0.3,0.1,2.2
227,B2,2,2,8,3,0.9,0.1,-4.9
227,B2,3,2,0,2,0.3,0.1,2.2
227,C1,0,30,14,54,0.45161290322580644,0.5,50.67741935483871
227,C1,1,0,9,36,0.9,0.5,9.9
227,C1,2,20,14,54,0.6666666666666666,0.5,37.66666666666667
227,C1,3,0,9,36,0.9,0.5,9.9
228,C1,0,30,14,57,0.45161290322580644,0.5,52.17741935483871
228,C1,1,0,8,38,0.9,0.5,11.8
228,C1,2,23,14,57,0.5833333333333334,0.5,43.33333333333333
228,C1,3,0,8,38,0.9,0.5,11.8
229,B0,0,18,3,3,0.3,0.1,17.400000000000002
229,B0,1,0,0,2,0.3,0.1,0.2
229,B0,2,29,3,3,0.3,0.1,28.400000000000002
229,B0,3,0,0,2,0.3,0.1,0.2
229,C1,0,32,14,60,0.42424242424242425,0.5,56.06060606060606
229,C1,1,1,8,40,0.9,0.5,13.8
229,C1,2,24,13,60,0.52,0.5,47.24
229,C1,3,1,8,40,0.9,0.5,13.8
230,C1,0,30,13,63,0.41935483870967744,0.5,56.04838709677419
230,C1,1,0,8,42,0.9,0.5,13.8
230,C1,2,23,13,63,0.5416666666666666,0.5,47.458333333333336
230,C1,3,0,8,42,0.9,0.5,13.8
231,A1,0,7,13,3,0.9,0.1,-4.400000000000001
231,A1,1,0,6,2,0.9,0.1,-5.2
231,A1,2,18,13,3,0.6842105263157895,0.1,9.405263157894737
231,A1,3,0,6,2,0.9,0.1,-5.2
231,C1,0,34,12,66,0.34285714285714286,0.5,62.885714285714286
231,C1,1,0,7,44,0.9,0.5,15.7
231,C1,2,26,12,66,0.4444444444444444,0.5,53.66666666666667
231,C1,3,0,7,44,0.9,0.5,15.7
232,C1,0,35,13,69,0.3611111111111111,0.5,64.80555555555556
232,C1,1,1,7,46,0.9,0.5,17.7
232,C1,2,27,12,69,0.42857142857142855,0.5,56.35714285714286
232,C1,3,1,7,46,0.9,0.5,17.7
233,C1,0,33,10,72,0.3,0.5,66.0
233,C1,1,0,6,48,0.9,0.5,18.6
233,C1,2,29,10,72,0.3333333333333333,0.5,61.66666666666667
233,C1,3,0,6,48,0.9,0.5,18.6
234,C1,0,34,9,75,0.3,0.5,68.8
234,C1,1,0,6,50,0.9,0.5,19.6
234,C1,2,29,9,75,0.3,0.5,63.8
234,C1,3,0,6,50,0.9,0.5,19.6
235,C1,0,30,11,78,0.3548387096774194,0.5,65.09677419354838
235,C1,1,0,6,52,0.9,0.5,20.6
235,C1,2,29,10,78,0.3333333333333333,0.5,64.66666666666667
235,C1,3,0,6,52,0.9,0.5,20.6
242,B1,0,65,50,3,0.7575757575757576,0.1,27.421212121212125
242,B1,2,33,45,3,0.9,0.1,-7.2
242,B2,0,12,13,3,0.9,0.1,0.599999999999999
242,B2,1,1,4,2,0.9,0.1,-2.4
242,B2,2,28,12,3,0.41379310344827586,0.1,23.33448275862069
242,B2,3,1,4,2,0.9,0.1,-2.4
244,B0,0,27,11,3,0.39285714285714285,0.1,22.97857142857143
244,B0,1,0,2,2,0.9,0.1,-1.6
244,B0,2,15,11,3,0.6875,0.1,7.7375
244,B0,3,0,2,2,0.9,0.1,-1.6
246,A1,0,20,12,3,0.5714285714285714,0.1,13.442857142857143
246,A1,1,0,1,2,0.9,0.1,-0.7
246,A1,2,1,12,3,0.9,0.1,-9.5
246,A1,3,0,1,2,0.9,0.1,-0.7
250,C1,0,3,6,3,0.9,0.1,-2.1000000000000005
250,C1,1,0,4,2,0.9,0.1,-3.4
250,C1,2,39,6,3,0.3,0.1,37.5
250,C1,3,0,4,2,0.9,0.1,-3.4
257,B1,0,26,31,3,0.9,0.1,-1.600000000000002
257,B1,2,106,33,3,0.308411214953271,0.1,96.12242990654205
257,B2,0,38,7,3,0.3,0.1,36.199999999999996
257,B2,1,6,0,2,0.3,0.1,6.2
