time,tls,selected_phase,pressure_best,pressure_second,pressure_gap,max_age,avg_age,beta,gamma,phase_switched
366,B0,0,36.25476190476191,24.35,11.904761904761905,9,7.5,0.38095238095238093,0.15,0
366,C1,0,70.65384615384616,45.43617021276596,25.217675941080202,51,42.5,0.5384615384615384,0.5,0
367,B0,0,33.83589743589744,30.28888888888889,3.547008547008545,12,10,0.41025641025641024,0.2,0
367,C1,0,65.75409836065575,45.42553191489362,20.328566445762128,54,45,0.5901639344262295,0.5,0
368,B0,0,40.18181818181818,33.14473684210526,7.03708133971292,15,12.5,0.38636363636363635,0.25,0
368,C1,0,67.734375,43.8125,23.921875,57,47.5,0.609375,0.5,0
369,B0,0,42.199999999999996,33.873684210526314,8.326315789473682,18,15,0.4,0.3,0
369,C1,0,59.50847457627118,41.97916666666667,17.529307909604512,60,50,0.6949152542372882,0.5,0
370,B0,0,49.13,39.75476190476191,9.375238095238096,21,17.5,0.38,0.35,0
370,B1,2,105.82592592592592,39.14883720930232,66.67708871662359,3,1.5,0.45925925925925926,0.1,0
370,C1,0,59.51724137931035,43.47916666666667,16.038074712643677,63,52.5,0.7068965517241379,0.5,0
371,A1,0,55.8,0.0,55.8,3,2.5,0.3,0.1,1
371,B0,0,55.486792452830194,45.236363636363635,10.25042881646656,24,20,0.33962264150943394,0.4,0
371,B1,2,120.11369863013698,36.28674698795181,83.82695164218518,6,3.0,0.4178082191780822,0.1,0
371,C1,0,48.44230769230769,43.25,5.192307692307693,66,55,0.8269230769230769,0.5,0
372,B0,0,60.70357142857143,50.469148936170214,10.234422492401215,27,22.5,0.3392857142857143,0.45,0
372,B1,2,142.4403614457831,44.75449438202248,97.68586706376064,9,4.5,0.3795180722891566,0.15,0
372,C1,0,51.68181818181818,41.0,10.68181818181818,69,57.5,0.8181818181818182,0.5,0
373,B0,0,56.78,53.319148936170215,3.460851063829786,30,25,0.38,0.5,0
373,B1,2,140.05030674846626,48.784615384615385,91.26569136385086,12,6.0,0.38650306748466257,0.2,0
373,C1,0,56.38181818181818,44.479166666666664,11.902651515151518,72,60,0.7818181818181819,0.5,0
374,B0,0,57.5,53.98936170212766,3.5106382978723403,33,27.5,0.4,0.5,0
374,B1,2,156.27808988764045,63.06,93.21808988764045,15,7.5,0.3707865168539326,0.25,0
374,C1,0,54.68181818181818,44.9,9.781818181818181,75,62.5,0.8181818181818182,0.5,0
375,B0,2,60.15686274509804,56.666666666666664,3.4901960784313744,36,30,0.39215686274509803,0.5,1
375,B1,2,137.01111111111112,59.51,77.50111111111113,18,9.0,0.42592592592592593,0.3,0
375,C1,0,57.67307692307693,50.97916666666667,6.6939102564102555,78,65,0.7884615384615384,0.5,0
376,B1,2,138.10308641975308,72.78518518518518,65.3179012345679,21,10.5,0.43209876543209874,0.35,0
377,B1,2,144.4048780487805,89.48888888888888,54.91598915989161,24,12.0,0.4146341463414634,0.4,0
377,B2,0,24.73589743589744,0.0,24.73589743589744,3,2.5,0.5897435897435898,0.1,1
378,B1,2,136.04171974522293,89.2201754385965,46.821544306626436,27,13.5,0.45222929936305734,0.45,0
379,B1,2,134.61935483870968,93.95762711864407,40.66172772006561,30,15.0,0.47096774193548385,0.5,0
380,B1,2,136.11935483870968,96.58474576271186,39.53460907599782,33,16.5,0.47096774193548385,0.5,0
381,B1,2,139.3987341772152,101.29268292682926,38.106051250385946,36,18.0,0.47468354430379744,0.5,0
382,B1,2,142.67391304347825,112.7015503875969,29.972362655881355,39,19.5,0.4782608695652174,0.5,0
383,B1,2,149.9939393939394,119.49253731343283,30.501402080506566,42,21.0,0.46060606060606063,0.5,0
384,B1,2,151.7831325301205,127.49285714285713,24.290275387263364,45,22.5,0.463855421686747,0.5,0
385,B1,2,150.7125748502994,134.99324324324323,15.719331607056176,48,24.0,0.48502994011976047,0.5,0
386,A1,2,17.842857142857145,8.437931034482759,9.404926108374386,3,2.5,0.6857142857142857,0.1,1
386,B1,2,152.73668639053255,135.5,17.236686390532554,51,25.5,0.4911242603550296,0.5,0
387,B1,2,147.44578313253012,140.4935064935065,6.952276639023637,54,27.0,0.5180722891566265,0.5,0
388,B1,2,146.9753086419753,146.47435897435898,0.500949667616311,57,28.5,0.5123456790123457,0.5,0
389,B1,0,154.12422360248448,151.23636363636365,2.8878599661208284,60,30.0,0.4720496894409938,0.5,1
390,B0,0,66.83246753246753,2.999999999999999,63.83246753246753,3,2.5,0.35064935064935066,0.1,1
390,C1,0,51.15714285714286,12.33921568627451,38.817927170868344,3,2.5,0.5714285714285714,0.1,0
391,C1,0,57.990243902439026,12.63921568627451,45.351028216164515,6,5,0.5365853658536586,0.1,0
392,B2,2,5.199999999999998,0.0,5.199999999999998,3,2.5,0.9,0.1,1
392,C1,0,64.59705882352941,29.45169491525424,35.14536390827517,9,7.5,0.49411764705882355,0.15,0
393,C1,0,62.9,31.908474576271182,30.991525423728817,12,10,0.5,0.2,0
394,C1,0,66.99705882352941,37.75,29.247058823529414,15,12.5,0.49411764705882355,0.25,0
395,C1,0,64.88780487804878,35.0,29.887804878048783,18,15,0.5121951219512195,0.3,0
396,C1,0,78.87747252747252,42.66746031746032,36.2100122100122,21,17.5,0.45054945054945056,0.35,0
397,C1,0,70.58809523809524,45.0375,25.550595238095234,24,20,0.5119047619047619,0.4,0
398,C1,0,75.39705882352942,51.821641791044776,23.575417032484644,27,22.5,0.49411764705882355,0.45,0
399,C1,0,79.2235294117647,57.279411764705884,21.944117647058818,30,25,0.4823529411764706,0.5,0
400,C1,0,81.95348837209302,65.47260273972603,16.48088563236699,33,27.5,0.47674418604651164,0.5,0
401,A1,2,52.3655737704918,38.72,13.6455737704918,3,2.5,0.36065573770491804,0.1,0
401,C1,0,87.7159090909091,72.74666666666667,14.969242424242424,36,30,0.4431818181818182,0.5,0
402,A1,2,56.0375,39.92,16.1175,6,5,0.34375,0.1,0
402,C1,0,90.0909090909091,77.98717948717949,12.103729603729604,39,32.5,0.4318181818181818,0.5,0
403,A1,2,57.21153846153846,52.67786885245902,4.533669609079439,9,7.5,0.35384615384615387,0.15,0
403,C1,0,90.40229885057471,81.95,8.452298850574707,42,35,0.4367816091954023,0.5,0
404,A1,2,60.20882352941177,48.62413793103448,11.584685598377284,12,10,0.36764705882352944,0.2,0
404,B1,2,74.16144578313252,0.0,74.16144578313252,3,1.5,0.7409638554216867,0.1,1
404,C1,0,97.29569892473118,87.39285714285714,9.902841781874045,45,37.5,0.43010752688172044,0.5,0
405,A1,2,61.95289855072464,50.6,11.352898550724639,15,12.5,0.37681159420289856,0.25,0
405,B0,0,53.3,31.6,21.699999999999996,3,2.5,0.3,0.1,0
405,C1,0,97.6086956521739,90.3953488372093,7.213346814964609,48,40,0.43478260869565216,0.5,0
406,A1,2,67.41369863013699,54.955555555555556,12.458143074581436,18,15,0.3698630136986301,0.3,0
