time,avg_speed,running,halted
1,0.0,1,1
2,0.9936278539476917,2,1
3,1.868751202647885,3,1
4,2.8492642619763506,4,1
5,3.8900217235041787,5,1
6,3.979314381988453,7,2
7,4.6226690838346265,9,2
8,5.357131968643795,11,2
9,6.1397575815981895,13,2
10,6.153360815265043,16,3
11,6.844304769688236,18,2
12,7.457623580825943,20,2
13,7.621117794558817,23,3
14,8.421867517788055,25,2
15,8.401392133050043,28,3
16,8.879755371285022,30,2
17,9.391390593182923,32,2
18,9.11479780539066,36,4
19,9.466692303786438,38,2
20,9.906669628499895,40,2
21,9.663399986550491,44,4
22,10.271318023644394,45,1
23,10.55575603985257,47,2
24,10.123186272330297,52,5
25,10.298849322278212,54,2
26,10.822245850485926,55,1
27,10.320527613828647,60,5
28,10.424134034037873,62,2
29,10.526808557849073,64,2
30,10.055335096865745,69,5
31,10.030758654278806,72,3
32,10.313096402154383,73,1
33,10.318064580982323,76,3
34,10.29283178269335,80,5
35,10.492300520902102,82,3
36,10.51105681139111,84,3
37,10.009318890857116,90,8
38,10.0523884692015,91,5
39,10.227669983407504,92,5
40,9.832771918079457,98,10
41,10.073972203051428,100,6
42,10.336004718981188,99,5
43,9.953750404162022,106,12
44,10.070189280387321,108,8
45,9.844546059686051,112,10
46,9.807008715161437,117,9
47,9.989618893548739,118,3
48,9.88163345770962,122,4
49,9.926082329427848,126,4
50,10.03353075884507,127,2
51,9.991657707332076,130,6
52,10.000101798442538,132,7
53,10.045411919091158,133,8
54,9.87853154456391,136,12
55,9.895285464354833,138,13
56,9.778648207035282,138,13
57,9.728806184495038,141,16
58,9.75455460378266,143,16
59,9.790981378703357,146,18
60,9.77394315258846,148,19
61,9.666127053669475,150,19
62,9.297835312331616,153,20
63,9.101218105933627,155,21
64,8.97233194993305,155,22
65,8.7579482427431,159,27
66,8.727537231159006,161,24
67,8.881239903199118,161,25
68,8.692954246664765,163,32
69,8.610859552116551,164,31
70,8.65706100010715,164,33
71,8.434627909093985,169,37
72,8.273261898104904,171,37
73,8.21645973326166,173,38
74,8.122163388161779,177,40
75,8.138700374550492,180,41
76,8.23872036392092,181,41
77,8.159131629613915,184,47
78,8.123140119036734,188,48
79,8.181901624494378,189,47
80,8.266279895786985,191,47
81,8.22478620389605,193,48
82,8.144997908212819,193,48
83,8.083091210118157,196,52
84,8.03475802695787,198,50
85,7.932688831922583,200,55
86,7.874185135213032,204,57
87,7.883722069163965,206,59
88,7.900017835980711,210,59
89,7.868000421532656,216,62
90,7.739500730484127,218,60
91,7.807387968992393,221,49
92,7.837920185192446,225,40
93,7.937299185259655,229,33
94,8.049917583717056,230,28
95,8.344212296807717,231,22
96,8.410580629229148,233,24
97,8.301876703192553,237,23
98,8.313952904675983,238,19
99,8.280676610039357,240,23
100,8.441367606560922,239,23
101,8.498403487554265,241,29
102,8.57027942282379,241,27
103,8.559148159746064,243,32
104,8.550140602588261,242,28
105,8.406221360907155,246,32
106,8.247298294009578,248,34
107,8.17392955298521,249,34
108,7.964439559249798,252,42
109,7.707696130557981,255,48
110,7.726819721362469,255,48
111,7.565443018660491,261,55
112,7.395774127398028,264,57
113,7.239549040302701,265,60
114,6.9817270500190425,272,70
115,6.848385894470195,273,67
116,6.581925468721069,276,72
117,6.404056748713221,281,78
118,6.4417649956773175,281,77
119,6.456700615236248,285,81
120,6.207552455845483,291,87
121,6.272229453793035,291,85
122,6.187856784223809,291,90
123,6.019597959514488,299,100
124,6.029142490034832,299,90
125,6.051050704077199,299,96
126,5.874303586606468,308,108
127,5.903828250135961,308,101
128,5.846483223873072,309,104
129,5.806744538439603,315,111
130,5.760238659083952,317,110
131,5.804205340239806,319,111
132,5.825399013533341,322,115
133,5.785775656994031,326,117
134,5.7796355318928345,330,119
135,5.726132848792269,332,120
136,5.642055799007376,334,117
137,5.704193550999324,337,107
138,5.758664287580823,339,102
139,5.741579297033993,341,102
140,5.828400309411489,339,96
141,5.908710411801883,341,95
142,6.013142535140718,342,95
143,6.199089402884331,343,91
144,6.286552445720013,344,88
145,6.2539345951870535,349,88
146,6.232211089307982,350,86
147,6.180225292877297,352,90
148,6.083303974426181,355,91
149,6.110528423819958,356,95
150,6.087236714752504,356,94
151,5.999291927612372,359,98
152,5.950985615237657,357,95
153,5.901672625635212,358,97
154,5.834880100337453,360,101
155,5.8028795326789595,361,101
156,5.744154158024484,361,106
157,5.723958473383336,361,107
158,5.704435279761273,364,109
159,5.609978350459385,369,118
160,5.631718910435725,369,118
161,5.61098745129149,371,123
162,5.612279679311989,373,122
163,5.4747023539310735,378,132
164,5.4445945971873435,380,128
165,5.42986854821974,380,131
166,5.379906614829519,383,138
167,5.352472897235663,385,141
168,5.420630867838279,386,145
169,5.475510095458319,389,150
170,5.428758709932326,393,156
171,5.415093033327283,393,154
172,5.3809498341018305,396,156
173,5.300169750541991,397,161
174,5.226646169237844,397,163
175,5.166633673747711,398,171
176,5.105895963585268,400,171
177,5.083634555043531,400,175
178,5.074030752685895,402,179
179,5.034436699918982,401,182
180,4.9212366146326545,405,193
181,4.815621437926614,407,184
182,4.773873052909683,407,169
183,4.630423653645004,411,163
184,4.6910566141222585,411,156
185,4.800062520774586,410,147
186,4.83890145893586,410,141
187,4.87791719636367,414,135
188,4.985940333081851,414,133
189,5.141839478101267,415,130
190,5.205357227660096,418,132
191,5.38249350196957,418,126
192,5.47781237515234,415,127
193,5.52943618497,416,132
194,5.554307947149284,417,133
195,5.577074353238216,415,131
196,5.6067344641421295,420,141
197,5.708434352852318,421,139
198,5.762715591669031,422,141
199,5.736308214301633,426,143
200,5.84257618853842,424,136
201,5.9126401019877575,425,135
202,5.892203692599553,427,134
203,5.945849584817031,429,132
204,5.906820049185486,428,127
205,5.963547809329225,430,129
206,6.0815964399153515,427,123
207,6.0008974379316316,432,129
208,5.984912734427249,433,124
209,6.006786845639392,431,123
210,5.93578549480845,435,129
211,5.942388073948968,435,123
212,5.975134706389477,434,124
213,5.908854597046003,435,125
214,5.811300605995821,438,128
215,5.7080502643993585,439,124
216,5.623164228980799,438,129
217,5.52148564826935,439,136
218,5.416191129804802,439,140
219,5.332809757425621,441,143
220,5.286667562233656,443,145
221,5.180106045141277,440,145
222,5.152938918586712,445,153
223,5.091440560173797,446,157
224,5.023206309286929,445,156
225,4.905922194710479,447,162
226,4.870461487838809,450,151
227,4.835307896478419,451,145
228,4.819804735773767,453,145
229,4.869556179452045,452,133
230,4.922765901550298,451,130
231,4.980698951383611,454,130
232,5.052189378397695,456,129
233,5.021595105645547,460,123
234,5.0360529636286975,459,120
235,5.063435812629066,462,123
236,5.044556530046413,463,128
237,5.0577754500085685,463,129
238,5.035991074241657,466,139
239,5.008150371717946,468,138
240,4.970834982441165,469,136
241,5.015999826376234,469,143
242,4.962108428280927,471,144
243,4.911317413432368,472,149
244,4.939172227590548,471,152
245,4.795718888667003,477,162
246,4.775006971262896,477,164
247,4.783605632545327,477,165
248,4.743982828206018,484,177
249,4.73206556534182,483,178
250,4.640644253338883,486,187
251,4.615206638321148,489,189
252,4.600141517517329,490,194
253,4.503502285239714,492,199
254,4.47711236588509,495,204
255,4.391831834008383,497,205
256,4.38508899127097,498,208
257,4.351681059528638,501,212
258,4.327754400999452,503,217
259,4.290056154092726,506,223
260,4.293910539515446,509,230
261,4.250990810332843,509,232
262,4.145341675063222,509,239
263,4.0503032328663435,511,247
264,3.964246832730307,510,250
265,3.900740627829432,511,252
266,3.8363448807312226,514,259
267,3.7595326789358827,514,260
268,3.6656786978777225,516,262
269,3.5354485716843427,520,273
270,3.3877258020316976,525,277
271,3.3155455683871424,530,269
272,3.3119637660231733,535,253
273,3.3755334687527685,539,246
274,3.4338170310971328,541,236
275,3.4594840087584253,543,229
276,3.504540534981712,547,223
277,3.5876139979984405,548,218
278,3.74423967763626,549,213
279,3.8196788370942083,552,209
280,3.944481858559376,555,212
281,4.037702617872625,553,206
282,4.092697771894139,556,206
283,4.151492028039466,555,203
284,4.174844543324724,557,198
285,4.217181285697644,558,191
286,4.288636496989632,558,189
287,4.329008535244125,562,193
288,4.309742141160403,562,189
289,4.369470500727955,563,200
290,4.324574662122205,564,200
291,4.3530699985721055,567,201
292,4.44151221198057,568,195
293,4.449194573652467,572,204
294,4.391653468972148,572,199
295,4.293417875429327,573,201
296,4.242207774352758,574,199
297,4.1897080386885595,576,194
298,4.223968995760133,575,196
299,4.260728282138854,575,196
300,4.297323588162089,577,192
301,4.287187972810386,578,195
302,4.320068221946474,579,201
303,4.327472866122038,579,201
304,4.322937059206949,575,203
305,4.293648449766044,575,211
306,4.279553339738066,575,217
307,4.217278818816343,575,225
308,4.158839368000339,574,227
309,4.117818091451479,573,230
310,4.05825394605703,574,237
311,4.058958777187127,576,238
312,4.059449773704092,575,241
313,4.036240720690739,571,239
314,4.006477351024092,572,253
315,3.919011392490522,575,259
316,3.847347754401557,576,248
317,3.786232524053697,576,243
318,3.7767377494403145,578,238
319,3.7605285798877848,576,237
320,3.689694379340355,579,246
321,3.7469265908613116,579,241
322,3.7203257005633374,578,245
323,3.7340518297075813,579,247
324,3.7670837603579943,578,243
325,3.7449620982458063,577,246
326,3.7170626302879346,581,258
327,3.714226027996817,580,251
328,3.6599742829379225,581,252
329,3.601874726557137,584,256
330,3.5717790852084748,586,254
331,3.552973857479788,588,261
332,3.4990795750602106,590,261
333,3.47473056535505,591,263
334,3.4124530142689458,590,265
335,3.3569657753673736,594,272
336,3.3458698931597386,598,273
337,3.3688535131017496,603,274
338,3.363319169848577,605,269
339,3.350447381282609,609,280
340,3.374343247043666,611,279
341,3.424700108651594,614,285
342,3.4346501596456407,614,281
343,3.447329219765755,617,286
344,3.428396553560679,618,292
345,3.356651497859662,620,294
346,3.347451895232852,621,297
347,3.305063781663609,625,307
348,3.2992643571182834,627,312
349,3.2676490009311956,626,317
350,3.2288020553864705,630,329
351,3.160380846095771,631,330
352,3.159464857487235,633,334
353,3.128271649584168,637,342
354,3.117907733297688,639,346
355,3.089117085732066,638,349
356,3.1091082194907904,639,357
357,3.0929135817283604,641,366
358,3.009874884619886,641,369
359,2.9380125683006026,643,374
360,2.856125295503008,646,380
361,2.805536027906255,648,373
362,2.8186059742786265,652,366
363,2.8359728732449683,654,348
364,2.871212097630715,655,346
365,2.9395714034540577,654,335
366,2.99280844565596,650,324
367,3.106438731561439,653,316
368,3.175431705896315,655,320
369,3.2133572699355244,652,308
370,3.2429727958032286,653,311
371,3.245320445098402,657,314
372,3.228478667634359,654,311
373,3.282291374288949,653,302
374,3.2543480232350404,657,313
375,3.3186213430310847,660,307
376,3.3905725503913433,663,308
377,3.4286109065318766,666,306
378,3.4700737829116597,667,309
379,3.4689635122024165,666,313
380,3.5240254662919237,670,314
381,3.612285452367076,671,315
382,3.6450485611389007,671,325
383,3.7193169621707702,674,333
384,3.7183583532272015,676,333
385,3.7525017017472204,678,332
386,3.7265219410147035,674,338
387,3.7400276551125264,677,340
388,3.657980865725732,678,340
389,3.6190703849825296,678,340
390,3.554894940039318,681,337
391,3.5610130748887223,683,337
392,3.5573894863143853,682,339
393,3.5260396588460052,685,343
394,3.53856872624686,685,343
